family,kind,board,members,basis,caveat
L-deadline,implication,Climate and Weather,USCLIMATE | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
L-deadline,implication,Companies,KXIPOANTHROPIC-DATE | 8 legs,earlier deadline implies later within one event,28 monitorable pairs
L-threshold,implication,Companies,KXSBUXA-26NOVHEAD | 8 legs,nested thresholds on one subject: above # thousand,28 monitorable pairs
L-threshold,implication,Companies,KXTESLASEMI-27JAN | 7 legs,nested thresholds on one subject: above #,21 monitorable pairs
L-threshold,implication,Companies,KXTESLAENERGYBY-27 | 4 legs,nested thresholds on one subject: above # gwh of energy deployed in a single quarter,6 monitorable pairs
L-threshold,implication,Companies,KXTESLADELIVERYBY-27 | 5 legs,nested thresholds on one subject: above # in a single quarter,10 monitorable pairs
P1-mutex,partition,Companies,KXNEWROLEX-27JAN | 8 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Companies,KXNEWROLEFAZE-27JAN | 12 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-deadline,implication,Companies,KXIPHONERELEASE-IPHONE18 | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
P1-mutex,partition,Crypto,KXZECY-27JAN0100 | 16 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXXRPY-27JAN0100 | 24 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXSOLD26-27JAN0100 | 8 legs,nested thresholds on one subject: # or above,28 monitorable pairs
P1-mutex,partition,Crypto,KXNEARY-27JAN0100 | 21 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXHYPEY-27JAN0100 | 20 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXETHY-27JAN0100 | 18 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXDOGEY-27JAN0100 | 21 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXBTCY-27JAN0100 | 28 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXBNBY-27JAN0100 | 18 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXSOLMAXY-27JAN01 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXFDVOPENSEA-27JAN01 | 6 legs,nested thresholds on one subject: $#+,15 monitorable pairs
L-threshold,implication,Crypto,KXETHMINY-27JAN01 | 4 legs,nested thresholds on one subject: below $#,6 monitorable pairs
L-threshold,implication,Crypto,KXETHMAXY-27JAN01 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBTCMINY-27JAN01 | 4 legs,nested thresholds on one subject: below $#,6 monitorable pairs
L-deadline,implication,Crypto,KXBTCMAX100-26 | 5 legs,earlier deadline implies later within one event,10 monitorable pairs
L-threshold,implication,Crypto,KXZECMINY-ZEC-26DEC31 | 2 legs,nested thresholds on one subject: below $#,1 monitorable pairs
L-threshold,implication,Crypto,KXZECMAXY-ZEC-26DEC31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXXRPMINY-XRP-26DEC31 | 4 legs,nested thresholds on one subject: below $#,6 monitorable pairs
L-threshold,implication,Crypto,KXXRPMAXY-XRP-26DEC31 | 12 legs,nested thresholds on one subject: above $#,66 monitorable pairs
L-threshold,implication,Crypto,KXSOLMINY-SOL-26DEC31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXNEARMINY-NEAR-26DEC31 | 3 legs,nested thresholds on one subject: below $#,3 monitorable pairs
L-threshold,implication,Crypto,KXNEARMAXY-NEAR-26DEC31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXDOGEMINY-DOGE-26DEC31 | 6 legs,nested thresholds on one subject: below $#,15 monitorable pairs
L-threshold,implication,Crypto,KXDOGEMAXY-DOGE-26DEC31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBNBMINY-BNB-26DEC31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBNBMAXY-BNB-26DEC31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBTCMAXY-26DEC31 | 7 legs,nested thresholds on one subject: above $#,21 monitorable pairs
L-threshold,implication,Crypto,KXZECMINMON-ZEC-26AUG31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXZECMAXMON-ZEC-26AUG31 | 15 legs,nested thresholds on one subject: above $#,105 monitorable pairs
L-threshold,implication,Crypto,KXXRPMINMON-XRP-26AUG31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXXRPMAXMON-XRP-26AUG31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXSOLMINMON-SOL-26AUG31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXSOLMAXMON-SOL-26AUG31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXHYPEMINMON-HYPE-26AUG31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXHYPEMAXMON-HYPE-26AUG31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXETHMINMON-ETH-26AUG31 | 6 legs,nested thresholds on one subject: below $#,15 monitorable pairs
L-threshold,implication,Crypto,KXETHMAXMON-ETH-26AUG31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXDOGEMINMON-DOGE-26AUG31 | 6 legs,nested thresholds on one subject: below $#,15 monitorable pairs
L-threshold,implication,Crypto,KXDOGEMAXMON-DOGE-26AUG31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBTCMINMON-BTC-26AUG31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBTCMAXMON-BTC-26AUG31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBNBMINMON-BNB-26AUG31 | 8 legs,nested thresholds on one subject: below $#,28 monitorable pairs
L-threshold,implication,Crypto,KXBNBMAXMON-BNB-26AUG31 | 8 legs,nested thresholds on one subject: above $#,28 monitorable pairs
L-threshold,implication,Crypto,KXXRPD-26AUG0717 | 50 legs,nested thresholds on one subject: $# or above,1225 monitorable pairs
P1-mutex,partition,Crypto,KXXRP-26AUG0717 | 50 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXSOLE-26AUG0717 | 50 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXSOLD-26AUG0717 | 50 legs,nested thresholds on one subject: $# or above,1225 monitorable pairs
L-threshold,implication,Crypto,KXHYPED-26AUG0717 | 50 legs,nested thresholds on one subject: $# or above,1225 monitorable pairs
P1-mutex,partition,Crypto,KXHYPE-26AUG0717 | 50 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXETHD-26AUG0717 | 50 legs,nested thresholds on one subject: $# or above,1225 monitorable pairs
P1-mutex,partition,Crypto,KXETH-26AUG0717 | 50 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXDOGED-26AUG0717 | 36 legs,nested thresholds on one subject: $# or above,630 monitorable pairs
P1-mutex,partition,Crypto,KXDOGE-26AUG0717 | 36 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXBTCD-26AUG0717 | 50 legs,nested thresholds on one subject: $# or above,1225 monitorable pairs
P1-mutex,partition,Crypto,KXBTC-26AUG0717 | 50 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXBNBD-26AUG0717 | 50 legs,nested thresholds on one subject: $# or above,1225 monitorable pairs
P1-mutex,partition,Crypto,KXBNB-26AUG0717 | 50 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXXRPD-26AUG0317 | 40 legs,nested thresholds on one subject: $# or above,780 monitorable pairs
P1-mutex,partition,Crypto,KXXRP-26AUG0317 | 40 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXSOLE-26AUG0317 | 75 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXSOLD-26AUG0317 | 75 legs,nested thresholds on one subject: $# or above,2775 monitorable pairs
L-threshold,implication,Crypto,KXSHIBAD-26AUG0317 | 28 legs,nested thresholds on one subject: $# or above,378 monitorable pairs
P1-mutex,partition,Crypto,KXSHIBA-26AUG0317 | 28 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXHYPED-26AUG0317 | 40 legs,nested thresholds on one subject: $# or above,780 monitorable pairs
P1-mutex,partition,Crypto,KXHYPE-26AUG0317 | 40 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXETHD-26AUG0317 | 40 legs,nested thresholds on one subject: $# or above,780 monitorable pairs
P1-mutex,partition,Crypto,KXETH-26AUG0317 | 40 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXDOGED-26AUG0317 | 31 legs,nested thresholds on one subject: $# or above,465 monitorable pairs
P1-mutex,partition,Crypto,KXDOGE-26AUG0317 | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXBTCD-26AUG0317 | 80 legs,nested thresholds on one subject: $# or above,3160 monitorable pairs
P1-mutex,partition,Crypto,KXBTC-26AUG0317 | 80 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXBNBD-26AUG0317 | 40 legs,nested thresholds on one subject: $# or above,780 monitorable pairs
P1-mutex,partition,Crypto,KXBNB-26AUG0317 | 40 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXXRPD-26AUG0316 | 75 legs,nested thresholds on one subject: $# or above,2775 monitorable pairs
P1-mutex,partition,Crypto,KXXRP-26AUG0316 | 75 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Crypto,KXSOLE-26AUG0316 | 300 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXSOLD-26AUG0316 | 300 legs,nested thresholds on one subject: $# or above,44850 monitorable pairs
L-threshold,implication,Crypto,KXHYPED-26AUG0316 | 75 legs,nested thresholds on one subject: $# or above,2775 monitorable pairs
P1-mutex,partition,Crypto,KXHYPE-26AUG0316 | 75 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXETHD-26AUG0316 | 300 legs,nested thresholds on one subject: $# or above,44850 monitorable pairs
P1-mutex,partition,Crypto,KXETH-26AUG0316 | 300 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXDOGED-26AUG0316 | 49 legs,nested thresholds on one subject: $# or above,1176 monitorable pairs
P1-mutex,partition,Crypto,KXDOGE-26AUG0316 | 49 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXBTCD-26AUG0316 | 188 legs,nested thresholds on one subject: $# or above,17578 monitorable pairs
P1-mutex,partition,Crypto,KXBTC-26AUG0316 | 188 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Crypto,KXBNBD-26AUG0316 | 75 legs,nested thresholds on one subject: $# or above,2775 monitorable pairs
P1-mutex,partition,Crypto,KXBNB-26AUG0316 | 75 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-deadline,implication,Crypto,KXDOGEMAX1 | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
L-deadline,implication,Crypto,KXBTCHALF | 4 legs,earlier deadline implies later within one event,6 monitorable pairs
L-deadline,implication,Crypto,KXBTCMAX150-25 | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
P1-mutex,partition,Economics,KXGDPYEAR-36 | 14 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Economics,KXUSCPIYEAR-37FEB01 | 13 legs,nested thresholds on one subject: above #%,78 monitorable pairs
L-threshold,implication,Economics,KXFEDFUNDSYEAR-37JAN01 | 21 legs,nested thresholds on one subject: above #%,210 monitorable pairs
P1-mutex,partition,Economics,KXGDPYEAR-35 | 14 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Economics,KXUSCPIYEAR-36FEB01 | 13 legs,nested thresholds on one subject: above #%,78 monitorable pairs
L-threshold,implication,Economics,KXFEDFUNDSYEAR-36JAN01 | 21 legs,nested thresholds on one subject: above #%,210 monitorable pairs
P1-mutex,partition,Economics,KXGDPYEAR-34 | 14 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Economics,KXUSCPIYEAR-35FEB01 | 13 legs,nested thresholds on one subject: above #%,78 monitorable pairs
L-threshold,implication,Economics,KXFEDFUNDSYEAR-35JAN01 | 21 legs,nested thresholds on one subject: above #%,210 monitorable pairs
P1-mutex,partition,Economics,KXGDPYEAR-33 | 14 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Economics,KXUSCPIYEAR-34FEB01 | 13 legs,nested thresholds on one subject: above #%,78 monitorable pairs
L-threshold,implication,Economics,KXFEDFUNDSYEAR-34JAN01 | 21 legs,nested thresholds on one subject: above #%,210 monitorable pairs
