race_key,n_families,members
NV04,2,margin:KXMIDTERMMOV-NV04D|turnout:KXMIDTERMVOTETURN-NV04
NV01,2,margin:KXMIDTERMMOV-NV01D|turnout:KXMIDTERMVOTETURN-NV01
NMSEN,2,margin:KXMIDTERMMOV-NMSEND|turnout:KXMIDTERMVOTETURN-NMSEN
NMGOV,2,margin:KXMIDTERMMOV-NMGOVD|turnout:KXMIDTERMVOTETURN-NMGOV
NM02,2,margin:KXMIDTERMMOV-NM02D|turnout:KXMIDTERMVOTETURN-NM02
NJSEN,2,margin:KXMIDTERMMOV-NJSEND|turnout:KXMIDTERMVOTETURN-NJSEN
NJ09,2,margin:KXMIDTERMMOV-NJ09D|turnout:KXMIDTERMVOTETURN-NJ09
NJ05,2,margin:KXMIDTERMMOV-NJ05D|turnout:KXMIDTERMVOTETURN-NJ05
MSSEN,2,margin:KXMIDTERMMOV-MSSENR|turnout:KXMIDTERMVOTETURN-MSSEN
MNSEN,2,margin:KXMIDTERMMOV-MNSEND|turnout:KXMIDTERMVOTETURN-MNSEN
MNGOV,2,margin:KXMIDTERMMOV-MNGOVD|turnout:KXMIDTERMVOTETURN-MNGOV
MN02,2,margin:KXMIDTERMMOV-MN02D|turnout:KXMIDTERMVOTETURN-MN02
MI03,2,margin:KXMIDTERMMOV-MI03D|turnout:KXMIDTERMVOTETURN-MI03
MDGOV,2,margin:KXMIDTERMMOV-MDGOVD|turnout:KXMIDTERMVOTETURN-MDGOV
MASEN,2,margin:KXMIDTERMMOV-MASEND|turnout:KXMIDTERMVOTETURN-MASEN
MAGOV,2,margin:KXMIDTERMMOV-MAGOVD|turnout:KXMIDTERMVOTETURN-MAGOV
LASEN,2,margin:KXMIDTERMMOV-LASENR|turnout:KXMIDTERMVOTETURN-LASEN
KYSEN,2,margin:KXMIDTERMMOV-KYSENR|turnout:KXMIDTERMVOTETURN-KYSEN
KSSEN,2,margin:KXMIDTERMMOV-KSSENR|turnout:KXMIDTERMVOTETURN-KSSEN
IN07,2,margin:KXMIDTERMMOV-IN07D|turnout:KXMIDTERMVOTETURN-IN07
IN01,2,margin:KXMIDTERMMOV-IN01D|turnout:KXMIDTERMVOTETURN-IN01
ILSEN,2,margin:KXMIDTERMMOV-ILSEND|turnout:KXMIDTERMVOTETURN-ILSEN
ILGOV,2,margin:KXMIDTERMMOV-ILGOVD|turnout:KXMIDTERMVOTETURN-ILGOV
IDSEN,2,margin:KXMIDTERMMOV-IDSENR|turnout:KXMIDTERMVOTETURN-IDSEN
IDGOV,2,margin:KXMIDTERMMOV-IDGOVR|turnout:KXMIDTERMVOTETURN-IDGOV
HIGOV,2,margin:KXMIDTERMMOV-HIGOVD|turnout:KXMIDTERMVOTETURN-HIGOV
DESEN,2,margin:KXMIDTERMMOV-DESEND|turnout:KXMIDTERMVOTETURN-DESEN
CTGOV,2,margin:KXMIDTERMMOV-CTGOVD|turnout:KXMIDTERMVOTETURN-CTGOV
CT05,2,margin:KXMIDTERMMOV-CT05D|turnout:KXMIDTERMVOTETURN-CT05
COSEN,2,margin:KXMIDTERMMOV-COSEND|turnout:KXMIDTERMVOTETURN-COSEN
COGOV,2,margin:KXMIDTERMMOV-COGOVD|turnout:KXMIDTERMVOTETURN-COGOV
CA52,2,turnout:KXMIDTERMVOTETURN-CA52|winner:KXHOUSERACE-CA52-26
CA51,2,turnout:KXMIDTERMVOTETURN-CA51|winner:KXHOUSERACE-CA51-26
CA50,2,turnout:KXMIDTERMVOTETURN-CA50|winner:KXHOUSERACE-CA50-26
CA49,2,turnout:KXMIDTERMVOTETURN-CA49|winner:HOUSECA49-26
CA48,2,turnout:KXMIDTERMVOTETURN-CA48|winner:KXHOUSERACE-CA48-26
CA47,2,turnout:KXMIDTERMVOTETURN-CA47|winner:HOUSECA47-26
CA46,2,turnout:KXMIDTERMVOTETURN-CA46|winner:KXHOUSERACE-CA46-26
CA45,2,turnout:KXMIDTERMVOTETURN-CA45|winner:HOUSECA45-26
CA44,2,turnout:KXMIDTERMVOTETURN-CA44|winner:KXHOUSERACE-CA44-26
CA43,2,turnout:KXMIDTERMVOTETURN-CA43|winner:KXHOUSERACE-CA43-26
CA42,2,turnout:KXMIDTERMVOTETURN-CA42|winner:KXHOUSERACE-CA42-26
CA41,2,turnout:KXMIDTERMVOTETURN-CA41|winner:HOUSECA41-26
CA39,2,turnout:KXMIDTERMVOTETURN-CA39|winner:KXHOUSERACE-CA39-26
CA38,2,turnout:KXMIDTERMVOTETURN-CA38|winner:KXHOUSERACE-CA38-26
CA36,2,turnout:KXMIDTERMVOTETURN-CA36|winner:KXHOUSERACE-CA36-26
CA35,2,turnout:KXMIDTERMVOTETURN-CA35|winner:KXHOUSERACE-CA35-26
CA33,2,turnout:KXMIDTERMVOTETURN-CA33|winner:KXHOUSERACE-CA33-26
CA32,2,turnout:KXMIDTERMVOTETURN-CA32|winner:KXHOUSERACE-CA32-26
CA31,2,turnout:KXMIDTERMVOTETURN-CA31|winner:KXHOUSERACE-CA31-26
CA30,2,turnout:KXMIDTERMVOTETURN-CA30|winner:KXHOUSERACE-CA30-26
CA28,2,turnout:KXMIDTERMVOTETURN-CA28|winner:KXHOUSERACE-CA28-26
CA27,2,turnout:KXMIDTERMVOTETURN-CA27|winner:HOUSECA27-26
CA26,2,turnout:KXMIDTERMVOTETURN-CA26|winner:KXHOUSERACE-CA26-26
CA25,2,turnout:KXMIDTERMVOTETURN-CA25|winner:KXHOUSERACE-CA25-26
CA24,2,turnout:KXMIDTERMVOTETURN-CA24|winner:KXHOUSERACE-CA24-26
CA23,2,turnout:KXMIDTERMVOTETURN-CA23|winner:KXHOUSERACE-CA23-26
CA22,2,turnout:KXMIDTERMVOTETURN-CA22|winner:HOUSECA22-26
CA21,2,turnout:KXMIDTERMVOTETURN-CA21|winner:HOUSECA21-26
CA20,2,turnout:KXMIDTERMVOTETURN-CA20|winner:KXHOUSERACE-CA20-26
CA19,2,turnout:KXMIDTERMVOTETURN-CA19|winner:KXHOUSERACE-CA19-26
CA18,2,turnout:KXMIDTERMVOTETURN-CA18|winner:KXHOUSERACE-CA18-26
CA17,2,turnout:KXMIDTERMVOTETURN-CA17|winner:KXHOUSERACE-CA17-26
CA16,2,turnout:KXMIDTERMVOTETURN-CA16|winner:KXHOUSERACE-CA16-26
CA15,2,turnout:KXMIDTERMVOTETURN-CA15|winner:KXHOUSERACE-CA15-26
CA13,2,turnout:KXMIDTERMVOTETURN-CA13|winner:HOUSECA13-26
CA10,2,turnout:KXMIDTERMVOTETURN-CA10|winner:KXHOUSERACE-CA10-26
CA08,2,turnout:KXMIDTERMVOTETURN-CA08|winner:KXHOUSERACE-CA08-26
CA06,2,turnout:KXMIDTERMVOTETURN-CA06|winner:KXHOUSERACE-CA06-26
CA05,2,turnout:KXMIDTERMVOTETURN-CA05|winner:KXHOUSERACE-CA05-26
CA02,2,turnout:KXMIDTERMVOTETURN-CA02|winner:KXHOUSERACE-CA02-26
CA01,2,turnout:KXMIDTERMVOTETURN-CA01|winner:KXHOUSERACE-CA01-26
ARSEN,2,margin:KXMIDTERMMOV-ARSENR|turnout:KXMIDTERMVOTETURN-ARSEN
ARGOV,2,margin:KXMIDTERMMOV-ARGOVR|turnout:KXMIDTERMVOTETURN-ARGOV
ALSEN,2,margin:KXMIDTERMMOV-ALSENR|turnout:KXMIDTERMVOTETURN-ALSEN
ALGOV,2,margin:KXMIDTERMMOV-ALGOVR|turnout:KXMIDTERMVOTETURN-ALGOV
IN08,2,margin:KXMIDTERMMOV-IN08R|winner:KXHOUSERACE-IN08-26
FL20,2,margin:KXMIDTERMMOV-FL20D|winner:KXHOUSERACE-FL20-26
FL09,2,margin:KXMIDTERMMOV-FL09D|winner:KXHOUSERACE-FL09-26
SC,2,winner_governor:GOVPARTYSC-26|winner_senate:SENATESC-26
TX,2,winner_governor:GOVPARTYTX-26|winner_senate:SENATETX-26
AL,2,winner_governor:GOVPARTYAL-26|winner_senate:SENATEAL-26
TN,2,winner_governor:GOVPARTYTN-26|winner_senate:SENATETN-26
OK,2,winner_governor:GOVPARTYOK-26|winner_senate:SENATEOK-26
IL,2,winner_governor:GOVPARTYIL-26|winner_senate:SENATEIL-26
IA,2,winner_governor:GOVPARTYIA-26|winner_senate:SENATEIA-26
GA,2,winner_governor:GOVPARTYGA-26|winner_senate:SENATEGA-26
AR,2,winner_governor:GOVPARTYAR-26|winner_senate:SENATEAR-26
OR,2,winner_governor:GOVPARTYOR-26|winner_senate:SENATEOR-26
SD,2,winner_governor:GOVPARTYSD-26|winner_senate:SENATESD-26
CO,2,winner_governor:GOVPARTYCO-26|winner_senate:SENATECO-26
WY,2,winner_governor:GOVPARTYWY-26|winner_senate:SENATEWY-26
MN,2,winner_governor:GOVPARTYMN-26|winner_senate:SENATEMN-26
ID,2,winner_governor:GOVPARTYID-26|winner_senate:SENATEID-26
RI,2,winner_governor:GOVPARTYRI-26|winner_senate:SENATERI-26
MA,2,winner_governor:GOVPARTYMA-26|winner_senate:SENATEMA-26
NM,2,winner_governor:GOVPARTYNM-26|winner_senate:SENATENM-26
NE,2,winner_governor:GOVPARTYNE-26|winner_senate:SENATENE-26
MI,2,winner_governor:GOVPARTYMI-26|winner_senate:SENATEMI-26
ME,2,winner_governor:GOVPARTYME-26|winner_senate:SENATEME-26
